type,ident,lat,lon,clock,updateType,id,air_ground,hexid,alt,gs,heading,rp1lat,rp1lon,rp1alt,rp1clock,fob,oat,airspeed_kts,airspeed_mach,winds,eta,baro_alt,gps-alt,atcident,reg,squawk,altChange,geometry
position,N846RD,36.67992,-121.6433,2016-04-14T11:25:07.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,5500,125,116,,,,,,,,,,,,,,N846RD,6331,C,"-121.6433,36.67992,5500"
position,N1015W,36.69287,-121.4673,2016-04-14T11:25:09.000-07:00,A,N1015W-1462210652-5-0,A,A00B87,6400,204,329,,,,,,,,,,,,,,N1015W,7714, ,"-121.4673,36.69287,6400"
position,SKW5832,41.95898,-87.23569,2016-04-14T11:25:09.000-07:00,A,SKW5832-1461994235-airline-0145,A,A08446,15600,376,95,,,,,,,,,,,,,,N132SY,5624,C,"-87.23569,41.95898,15600"
position,VRD751,32.69266,-117.0194,2016-04-14T11:25:11.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,2900,188,286,,,,,,,,,,,,,,N636VA,1702,D,"-117.0194,32.69266,2900"
position,EIN123,42.03076,-87.78513,2016-04-14T11:25:13.000-07:00,A,EIN123-1461994068-airline-0143:0,A,4CA74E,10000,289,208,,,,,,,,,,,,,,EIEAV,6342,D,"-87.78513,42.03076,10000"
position,FLG3969,41.96667,-87.86667,2016-04-14T11:25:16.000-07:00,Z,FLG3969-1461994056-airline-0408,A,,2500,173,109,,,,,,,,,,2016-04-14T12:12:28.000-07:00,,,,,,C,"-87.86667,41.96667,2500"
position,EVA655,42.05753,-87.84029,2016-04-14T11:25:14.000-07:00,A,EVA655-1461994026-airline-0173,A,8990C1,4900,255,332,,,,,,,,,,,,,,B16482,3501, ,"-87.84029,42.05753,4900"
position,AMX668,37.09644,-122.0094,2016-04-14T11:25:14.000-07:00,A,AMX668-1461993997-airline-0042,A,0D001E,9900,284,343,,,,,,,,,,,,,,XAZAM,,D,"-122.0094,37.09644,9900"
position,SWA1718,37.09917,-76.09083,2016-04-14T11:25:26.000-07:00,Z,SWA1718-1461994256-airline-0367,A,,29000,490,22,,,,,,,,,,2016-04-14T11:57:35.000-07:00,,,,,, ,"-76.09083,37.09917,29000"
position,N9262C,36.80361,-76.20194,2016-04-14T11:25:26.000-07:00,Z,N9262C-1462210142-11-2,A,,2500,108,187,,,,,,,,,,2016-04-14T11:25:34.000-07:00,,,,,, ,"-76.20194,36.80361,2500"
position,N700CG,36.48333,-121.56667,2016-04-14T11:25:20.000-07:00,Z,N700CG-1462207883-4-0,A,,15000,227,152,,,,,,,,,,2016-04-14T11:50:59.000-07:00,,,,,, ,"-121.56667,36.48333,15000"
position,DPJ504,33.15,-117.51667,2016-04-14T11:25:27.000-07:00,Z,DPJ504-1462154492-1-0,A,,9600,300,153,,,,,,,,,,2016-04-14T11:33:58.000-07:00,,,,,,D,"-117.51667,33.15,9600"
position,SWA1583,36.56611,-76.59667,2016-04-14T11:25:26.000-07:00,Z,SWA1583-1461994255-airline-0620,A,,40000,419,206,,,,,,,,,,2016-04-14T12:57:15.000-07:00,,,,,, ,"-76.59667,36.56611,40000"
position,SWA2031,36.90444,-121.94,2016-04-14T11:25:33.000-07:00,Z,SWA2031-1461994256-airline-0434,A,,13000,342,349,,,,,,,,,,2016-04-14T11:38:06.000-07:00,,,,,,D,"-121.94,36.90444,13000"
position,UAL221,42.04143,-87.88576,2016-04-14T11:25:21.000-07:00,A,UAL221-1461994227-airline-0489,A,AAA590,7800,272,295,,,,,,,,,,,,,,N78506,3640,D,"-87.88576,42.04143,7800"
position,N794SB,36.69,-121.36,2016-04-14T11:25:33.000-07:00,Z,N794SB-1462194031-3-0,A,,13000,299,86,,,,,,,,,,2016-04-14T14:04:42.000-07:00,,,,,,C,"-121.36,36.69,13000"
position,ASA222,36.80167,-122.47194,2016-04-14T11:25:20.000-07:00,Z,ASA222-1461993059-airline-0117,A,,23200,453,146,,,,,,,,,,2016-04-14T14:21:12.000-07:00,,,,,,C,"-122.47194,36.80167,23200"
position,SWA1318,36.98028,-121.405,2016-04-14T11:25:20.000-07:00,Z,SWA1318-1461994255-airline-0136,A,,23800,415,139,,,,,,,,,,2016-04-14T12:07:00.000-07:00,,,,,,C,"-121.405,36.98028,23800"
position,N63251,36.58528,-121.50944,2016-04-14T11:25:33.000-07:00,Z,N63251-1462207229-1-1,A,,4900,115,80,,,,,,,,,,2016-04-14T11:33:37.000-07:00,,,,,, ,"-121.50944,36.58528,4900"
position,N846RD,36.67604,-121.6337,2016-04-14T11:25:22.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,5800,123,116,,,,,,,,,,,,,,N846RD,6331,C,"-121.6337,36.67604,5800"
position,N1015W,36.70593,-121.4772,2016-04-14T11:25:25.000-07:00,A,N1015W-1462210652-5-0,A,A00B87,6400,206,329,,,,,,,,,,,,,,N1015W,7714, ,"-121.4772,36.70593,6400"
position,VRD751,32.69596,-117.0339,2016-04-14T11:25:26.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,2700,185,286,,,,,,,,,,,,,,N636VA,1702,D,"-117.0339,32.69596,2700"
position,N910JD,41.45083,-88.08361,2016-04-14T11:25:30.000-07:00,Z,N910JD-1462132775-2-0,A,,39000,513,72,,,,,,,,,,2016-04-14T12:25:59.000-07:00,,,,,, ,"-88.08361,41.45083,39000"
position,ASQ3985,41.87889,-87.96028,2016-04-14T11:25:30.000-07:00,Z,ASQ3985-1461994171-airline-0183,A,,6100,277,285,,,,,,,,,,2016-04-14T11:35:41.000-07:00,,,,,,D,"-87.96028,41.87889,6100"
position,ASQ3929,41.50111,-87.35528,2016-04-14T11:25:30.000-07:00,Z,ASQ3929-1461994229-airline-0192,A,,11000,348,318,,,,,,,,,,2016-04-14T11:42:09.000-07:00,,,,,, ,"-87.35528,41.50111,11000"
position,EIN123,42.01382,-87.79687,2016-04-14T11:25:28.000-07:00,A,EIN123-1461994068-airline-0143:0,A,4CA74E,9700,288,208,,,,,,,,,,,,,,EIEAV,6342,D,"-87.79687,42.01382,9700"
position,AMX668,37.11354,-122.0207,2016-04-14T11:25:29.000-07:00,A,AMX668-1461993997-airline-0042,A,0D001E,9700,270,321,,,,,,,,,,,,,,XAZAM,7733,D,"-122.0207,37.11354,9700"
position,JBU1679,36.68633,-76.21084,2016-04-14T11:25:30.000-07:00,A,JBU1679-1461994017-airline-0365,A,AA600A,38000,409,206,,,,,,,,,,,,,,N768JB,1573, ,"-76.21084,36.68633,38000"
position,SWA3811,41.81667,-87.76667,2016-04-14T11:25:34.000-07:00,Z,SWA3811-1461994257-airline-0441,A,,2600,212,304,,,,,,,,,,2016-04-14T14:33:20.000-07:00,,,,,,C,"-87.76667,41.81667,2600"
position,AAL399,41.96667,-88.36667,2016-04-14T11:25:40.000-07:00,Z,AAL399-1461993953-airline-0126,A,,7100,265,90,,,,,,,,,,2016-04-14T11:31:38.000-07:00,,,,,,D,"-88.36667,41.96667,7100"
position,TCF5943,42.2,-87.68333,2016-04-14T11:25:40.000-07:00,Z,TCF5943-1461994061-airline-0286,A,,10800,311,217,,,,,,,,,,2016-04-14T11:30:55.000-07:00,,,,,,D,"-87.68333,42.2,10800"
position,EVA655,42.07471,-87.85323,2016-04-14T11:25:31.000-07:00,A,EVA655-1461994026-airline-0173,A,8990C1,4900,259,324,,,,,,,,,,,,,,B16482,3501, ,"-87.85323,42.07471,4900"
position,ENY3297,41.98333,-87.81667,2016-04-14T11:25:45.000-07:00,Z,ENY3297-1461993950-airline-0500,A,,3100,200,90,,,,,,,,,,2016-04-14T13:04:47.000-07:00,,,,,,C,"-87.81667,41.98333,3100"
position,URF63,36.93333,-121.73333,2016-04-14T11:25:44.000-07:00,Z,URF63-1462192117-5-0,A,,8300,270,329,,,,,,,,,,2016-04-14T11:38:23.000-07:00,,,,,,D,"-121.73333,36.93333,8300"
position,ENY3287,41.98333,-87.88333,2016-04-14T11:25:27.000-07:00,Z,ENY3287-1461993950-airline-0580,A,,1400,153,,,,,,,,,,,2016-04-14T11:53:37.000-07:00,,,,,,C,"-87.88333,41.98333,1400"
position,DAL2141,36.83083,-76.53417,2016-04-14T11:25:50.000-07:00,Z,DAL2141-1461994054-airline-0580,A,,10200,265,259,,,,,,,,,,2016-04-14T12:51:18.000-07:00,,,,,,C,"-76.53417,36.83083,10200"
position,AAL277,32.62389,-117.04167,2016-04-14T11:25:37.000-07:00,Z,AAL277-1461993949-airline-0120,A,,14300,358,104,,,,,,,,,,2016-04-14T13:39:48.000-07:00,,,,,,C,"-117.04167,32.62389,14300"
position,UAL221,42.04907,-87.90798,2016-04-14T11:25:36.000-07:00,A,UAL221-1461994227-airline-0489,A,AAA590,7300,267,295,,,,,,,,,,,,,,N78506,3640,D,"-87.90798,42.04907,7300"
position,N73454,36.91667,-121.56667,2016-04-14T11:25:37.000-07:00,Z,N73454-1462208246-4-0,A,,5500,93,219,,,,,,,,,,,,,,,,C,"-121.56667,36.91667,5500"
position,N846RD,36.67227,-121.6242,2016-04-14T11:25:37.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,6200,122,116,,,,,,,,,,,,,,N846RD,6331,C,"-121.6242,36.67227,6200"
position,N382QS,32.80306,-117.30167,2016-04-14T11:25:37.000-07:00,Z,N382QS-1462124153-2-0,A,,41000,467,132,,,,,,,,,,2016-04-14T13:06:30.000-07:00,,,,,, ,"-117.30167,32.80306,41000"
position,SKW5832,41.95349,-87.16303,2016-04-14T11:25:40.000-07:00,A,SKW5832-1461994235-airline-0145,A,A08446,16500,388,95,,,,,,,,,,,,,,N132SY,5624,C,"-87.16303,41.95349,16500"
position,EJA673,36.84,-76.87278,2016-04-14T11:25:50.000-07:00,Z,EJA673-1462176627-0-2,A,,40000,373,214,,,,,,,,,,2016-04-14T12:24:03.000-07:00,,,,,, ,"-76.87278,36.84,40000"
position,FLG4056,36.94417,-76.15111,2016-04-14T11:25:44.000-07:00,Z,FLG4056-1461994056-airline-0296,A,,1000,134,217,,,,,,,,,,2016-04-14T11:26:16.000-07:00,,,,,,D,"-76.15111,36.94417,1000"
position,N1015W,36.71809,-121.4868,2016-04-14T11:25:42.000-07:00,A,N1015W-1462210652-5-0,A,A00B87,6400,204,328,,,,,,,,,,,,,,N1015W,7714, ,"-121.4868,36.71809,6400"
position,N914QS,41.53889,-87.59639,2016-04-14T11:25:43.000-07:00,Z,N914QS-1462115148-8-0,A,,4000,270,279,,,,,,,,,,2016-04-14T11:32:57.000-07:00,,,,,, ,"-87.59639,41.53889,4000"
position,CPZ5965,36.66769,-121.5022,2016-04-14T11:25:42.000-07:00,A,CPZ5965-1462037400-schedule-0000,A,A1933C,13900,357,342,,,,,,,,,,,,,,N200NN,2060,D,"-121.5022,36.66769,13900"
position,SLI2884,32.54106,-116.97016,2016-04-14T11:26:01.000-07:00,P,SLI2884-1461993996-airline-0341,A,,,,303,,,,,,,,,,,,,,,,,"-116.97016,32.54106"
position,EVA655,42.09279,-87.87152,2016-04-14T11:25:46.000-07:00,A,EVA655-1461994026-airline-0173,A,8990C1,5200,263,322,,,,,,,,,,,,,,B16482,3501,C,"-87.87152,42.09279,5200"
position,VOI433,32.54106,-116.97016,2016-04-14T11:26:01.000-07:00,P,VOI433-1462028700-schedule-0000,A,,,,255,,,,,,,,,,,,,,,,,"-116.97016,32.54106"
position,N866AW,32.54668,-116.64397,2016-04-14T11:26:01.000-07:00,P,N866AW-1462202088-3-0,A,,,,98,,,,,,,,,,,,,,,,,"-116.64397,32.54668"
position,ASA250,32.6786,-117.1335,2016-04-14T11:25:47.000-07:00,A,ASA250-1461994002-airline-0054,A,A5C4E2,31000,467,131,,,,,,,,,,,,,,N471AS,2047, ,"-117.1335,32.6786,31000"
position,N846RD,36.66845,-121.6147,2016-04-14T11:25:52.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,6400,133,116,,,,,,,,,,,,,,N846RD,6331,C,"-121.6147,36.66845,6400"
position,QXE2493,32.72278,-116.90361,2016-04-14T11:25:50.000-07:00,Z,QXE2493-1462035600-schedule-0000,A,,4500,182,136,,,,,,,,,,2016-04-14T11:31:23.000-07:00,,,QXE493,,,D,"-116.90361,32.72278,4500"
position,UAL221,42.05759,-87.93176,2016-04-14T11:25:51.000-07:00,A,UAL221-1461994227-airline-0489,A,AAA590,6900,271,297,,,,,,,,,,,,,,N78506,3640,D,"-87.93176,42.05759,6900"
position,AMX668,37.13253,-122.0482,2016-04-14T11:25:53.000-07:00,A,AMX668-1461993997-airline-0042,A,0D001E,9400,261,309,,,,,,,,,,,,,,XAZAM,7733,D,"-122.0482,37.13253,9400"
position,PWA108,42.13333,-87.91667,2016-04-14T11:25:51.000-07:00,Z,PWA108-1462204886-10-0,A,,1200,180,,,,,,,,,,,2016-04-14T14:01:28.000-07:00,,,,,,C,"-87.91667,42.13333,1200"
position,TCF3622,41.96667,-87.96667,2016-04-14T11:26:03.000-07:00,Z,TCF3622-1461994228-airline-0335,A,,1300,128,90,,,,,,,,,,2016-04-14T11:33:09.000-07:00,,,,,,D,"-87.96667,41.96667,1300"
position,VRD751,32.70273,-117.0617,2016-04-14T11:25:55.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,2400,175,287,,,,,,,,,,,,,,N636VA,1702,D,"-117.0617,32.70273,2400"
position,N615RG,32.58333,-116.85,2016-04-14T11:26:09.000-07:00,Z,N615RG-1462132787-1-0,A,,4000,174,248,,,,,,,,,,2016-04-14T11:27:53.000-07:00,,,,,,D,"-116.85,32.58333,4000"
position,AMX402,37.01225,-76.26989,2016-04-14T11:25:55.000-07:00,A,AMX402-1461993996-airline-0349,A,0D075F,37000,472,31,,,,,,,,,,,,,,XAAMB,, ,"-76.26989,37.01225,37000"
position,SWA470,36.49056,-121.28361,2016-04-14T11:25:58.000-07:00,Z,SWA470-1461994257-airline-0096,A,,35000,457,140,,,,,,,,,,2016-04-14T11:59:16.000-07:00,,,,,, ,"-121.28361,36.49056,35000"
position,SKW5056,36.66667,-121.83333,2016-04-14T11:26:01.000-07:00,Z,SKW5056-1461994233-airline-0171,A,,18900,364,326,,,,,,,,,,2016-04-14T11:41:03.000-07:00,,,,,,D,"-121.83333,36.66667,18900"
position,EIN123,41.97798,-87.82246,2016-04-14T11:25:58.000-07:00,A,EIN123-1461994068-airline-0143:0,A,4CA74E,9000,285,209,,,,,,,,,,,,,,EIEAV,6342,D,"-87.82246,41.97798,9000"
position,N1015W,36.73155,-121.4973,2016-04-14T11:25:57.000-07:00,A,N1015W-1462210652-5-0,A,A00B87,6400,204,328,,,,,,,,,,,,,,N1015W,7714, ,"-121.4973,36.73155,6400"
position,EVA655,42.10827,-87.88826,2016-04-14T11:26:01.000-07:00,A,EVA655-1461994026-airline-0173,A,8990C1,6100,266,321,,,,,,,,,,,,,,B16482,3501,C,"-87.88826,42.10827,6100"
position,FLG4056,36.94111,-76.155,2016-04-14T11:26:02.000-07:00,Z,FLG4056-1461994056-airline-0296,A,,900,135,225,,,,,,,,,,2016-04-14T11:26:16.000-07:00,,,,,,D,"-76.155,36.94111,900"
position,N9262C,36.79167,-76.20306,2016-04-14T11:26:02.000-07:00,Z,N9262C-1462210142-11-2,A,,2400,111,184,,,,,,,,,,2016-04-14T11:30:07.000-07:00,,,,,,D,"-76.20306,36.79167,2400"
position,ROU1886,32.71167,-117.33361,2016-04-14T11:26:02.000-07:00,Z,ROU1886-1461994238-airline-0046,A,,5500,240,210,,,,,,,,,,2016-04-14T15:46:15.000-07:00,,,,,,C,"-117.33361,32.71167,5500"
position,SWA3811,41.80833,-87.81278,2016-04-14T11:26:08.000-07:00,Z,SWA3811-1461994257-airline-0441,A,,3000,228,256,,,,,,,,,,2016-04-14T14:33:20.000-07:00,,,,,,C,"-87.81278,41.80833,3000"
position,NOJ25,37.03667,-76.00889,2016-04-14T11:26:14.000-07:00,Z,NOJ25-1462199412-dlad-4306578:0,A,,36000,402,206,,,,,,,,,,2016-04-14T13:25:10.000-07:00,,,,,, ,"-76.00889,37.03667,36000"
position,EJA648,37.16861,-76.60083,2016-04-14T11:26:14.000-07:00,Z,EJA648-1462125050-1-1,A,,40000,374,216,,,,,,,,,,2016-04-14T12:21:36.000-07:00,,,,,, ,"-76.60083,37.16861,40000"
position,SWA2195,36.88139,-76.21278,2016-04-14T11:26:14.000-07:00,Z,SWA2195-1461994256-airline-0385,A,,39000,484,36,,,,,,,,,,2016-04-14T12:14:49.000-07:00,,,,,, ,"-76.21278,36.88139,39000"
position,FLG3969,41.91667,-87.84444,2016-04-14T11:26:07.000-07:00,Z,FLG3969-1461994056-airline-0408,A,,4200,213,162,,,,,,,,,,2016-04-14T12:12:28.000-07:00,,,,,,C,"-87.84444,41.91667,4200"
position,CGUBP,41.57528,-87.13167,2016-04-14T11:26:08.000-07:00,Z,CGUBP-1462198604-3-0,A,,5900,133,257,,,,,,,,,,2016-04-14T11:53:20.000-07:00,,,,,, ,"-87.13167,41.57528,5900"
position,UAL221,42.06555,-87.9533,2016-04-14T11:26:06.000-07:00,A,UAL221-1461994227-airline-0489,A,AAA590,6900,272,297,,,,,,,,,,,,,,N78506,3640, ,"-87.9533,42.06555,6900"
position,N846RD,36.66408,-121.6041,2016-04-14T11:26:07.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,6600,140,118,,,,,,,,,,,,,,N846RD,6331,C,"-121.6041,36.66408,6600"
position,VRD290,33.22696,-117.1893,2016-04-14T11:26:09.000-07:00,A,VRD290-1461994251-airline-0006,A,A2D745,26700,478,111,,,,,,,,,,,,,,N282VA,7732,C,"-117.1893,33.22696,26700"
position,VRD751,32.70583,-117.075,2016-04-14T11:26:10.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,2100,165,286,,,,,,,,,,,,,,N636VA,1702,D,"-117.075,32.70583,2100"
position,SKW5832,41.94777,-87.09131,2016-04-14T11:26:10.000-07:00,A,SKW5832-1461994235-airline-0145,A,A08446,17600,392,95,,,,,,,,,,,,,,N132SY,5624,C,"-87.09131,41.94777,17600"
position,NKS8952,41.96667,-87.88333,2016-04-14T11:26:15.000-07:00,Z,NKS8952-1462209791-3-0,A,,1400,132,,,,,,,,,,,2016-04-14T12:48:59.000-07:00,,,,,,C,"-87.88333,41.96667,1400"
position,ENY3287,42,-87.83333,2016-04-14T11:26:16.000-07:00,Z,ENY3287-1461993950-airline-0580,A,,3300,191,66,,,,,,,,,,2016-04-14T11:53:37.000-07:00,,,,,,C,"-87.83333,42,3300"
position,EIN123,41.96356,-87.8332,2016-04-14T11:26:13.000-07:00,A,EIN123-1461994068-airline-0143:0,A,4CA74E,8800,284,209,,,,,,,,,,,,,,EIEAV,6342,D,"-87.8332,41.96356,8800"
position,N1015W,36.74317,-121.5064,2016-04-14T11:26:12.000-07:00,A,N1015W-1462210652-5-0,A,A00B87,6400,204,328,,,,,,,,,,,,,,N1015W,7714, ,"-121.5064,36.74317,6400"
position,SKW5288,42.28372,-87.59237,2016-04-14T11:26:14.000-07:00,A,SKW5288-1461994233-airline-0519,A,A0A80E,10900,341,219,,,,,,,,,,,,,,N141SY,7472, ,"-87.59237,42.28372,10900"
position,N9262C,36.77806,-76.2175,2016-04-14T11:26:27.000-07:00,Z,N9262C-1462210142-11-2,A,,2200,108,220,,,,,,,,,,2016-04-14T11:30:07.000-07:00,,,,,,D,"-76.2175,36.77806,2200"
position,N700CG,36.41667,-121.51667,2016-04-14T11:26:20.000-07:00,Z,N700CG-1462207883-4-0,A,,15000,227,149,,,,,,,,,,2016-04-14T11:50:59.000-07:00,,,,,, ,"-121.51667,36.41667,15000"
position,SWA1583,36.46194,-76.65806,2016-04-14T11:26:27.000-07:00,Z,SWA1583-1461994255-airline-0620,A,,40000,417,205,,,,,,,,,,2016-04-14T12:57:15.000-07:00,,,,,, ,"-76.65806,36.46194,40000"
position,SWA1718,37.22361,-76.02389,2016-04-14T11:26:27.000-07:00,Z,SWA1718-1461994256-airline-0367,A,,29000,490,23,,,,,,,,,,2016-04-14T11:57:25.000-07:00,,,,,, ,"-76.02389,37.22361,29000"
position,ASA222,36.70306,-122.3675,2016-04-14T11:26:22.000-07:00,Z,ASA222-1461993059-airline-0117,A,,24500,464,140,,,,,,,,,,2016-04-14T14:20:48.000-07:00,,,,,,C,"-122.3675,36.70306,24500"
position,SWA1318,36.88917,-121.30806,2016-04-14T11:26:22.000-07:00,Z,SWA1318-1461994255-airline-0136,A,,26000,425,140,,,,,,,,,,2016-04-14T12:06:29.000-07:00,,,,,,C,"-121.30806,36.88917,26000"
position,DPJ504,33.08333,-117.46667,2016-04-14T11:26:27.000-07:00,Z,DPJ504-1462154492-1-0,A,,8400,299,148,,,,,,,,,,2016-04-14T11:33:58.000-07:00,,,,,,D,"-117.46667,33.08333,8400"
position,EVA655,42.11898,-87.89995,2016-04-14T11:26:16.000-07:00,A,EVA655-1461994026-airline-0173,A,8990C1,6800,266,322,,,,,,,,,,,,,,B16482,3501,C,"-87.89995,42.11898,6800"
position,JBU1679,36.58861,-76.26889,2016-04-14T11:26:31.000-07:00,Z,JBU1679-1461994017-airline-0365,A,,38000,408,206,,,,,,,,,,2016-04-14T13:59:52.000-07:00,,,,,, ,"-76.26889,36.58861,38000"
position,SWA486,41.42139,-87.87167,2016-04-14T11:26:20.000-07:00,Z,SWA486-1461994257-airline-0691,A,,17100,370,203,,,,,,,,,,2016-04-14T12:19:17.000-07:00,,,,,,C,"-87.87167,41.42139,17100"
position,UAL221,42.07415,-87.97654,2016-04-14T11:26:21.000-07:00,A,UAL221-1461994227-airline-0489,A,AAA590,6900,274,297,,,,,,,,,,,,,,N78506,3640, ,"-87.97654,42.07415,6900"
position,VRD751,32.70836,-117.0864,2016-04-14T11:26:25.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,1900,154,285,,,,,,,,,,,,,,N636VA,1702,D,"-117.0864,32.70836,1900"
position,AMX402,37.08801,-76.2121,2016-04-14T11:26:26.000-07:00,A,AMX402-1461993996-airline-0349,A,0D075F,37000,472,31,,,,,,,,,,,,,,XAAMB,3207, ,"-76.2121,37.08801,37000"
position,VRD290,33.21074,-117.1473,2016-04-14T11:26:24.000-07:00,A,VRD290-1461994251-airline-0006,A,A2D745,27000,477,114,,,,,,,,,,,,,,N282VA,7732,C,"-117.1473,33.21074,27000"
position,N846RD,36.6563,-121.59,2016-04-14T11:26:27.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,7000,142,125,,,,,,,,,,,,,,N846RD,,C,"-121.59,36.6563,7000"
position,EIN123,41.94543,-87.84674,2016-04-14T11:26:28.000-07:00,A,EIN123-1461994068-airline-0143:0,A,4CA74E,8400,282,210,,,,,,,,,,,,,,EIEAV,6342,D,"-87.84674,41.94543,8400"
position,N1015W,36.75636,-121.5167,2016-04-14T11:26:28.000-07:00,A,N1015W-1462210652-5-0,A,A00B87,6400,204,328,,,,,,,,,,,,,,N1015W,7714, ,"-121.5167,36.75636,6400"
position,NKS8952,41.96256,-87.876,2016-04-14T11:26:31.000-07:00,A,NKS8952-1462209791-3-0,A,A8553C,2200,179,137,,,,,,,,,,,,,,N636NK,6274,C,"-87.876,41.96256,2200"
position,EVA655,42.13618,-87.91759,2016-04-14T11:26:31.000-07:00,A,EVA655-1461994026-airline-0173,A,8990C1,7900,272,324,,,,,,,,,,,,,,B16482,3501,C,"-87.91759,42.13618,7900"
position,ASQ3929,41.58806,-87.43389,2016-04-14T11:26:32.000-07:00,Z,ASQ3929-1461994229-airline-0192,A,,11000,349,326,,,,,,,,,,2016-04-14T11:42:18.000-07:00,,,,,, ,"-87.43389,41.58806,11000"
position,UAL498,41.98333,-87.88333,2016-04-14T11:26:27.000-07:00,Z,UAL498-1461994233-airline-0072,A,,1500,146,,,,,,,,,,,2016-04-14T12:47:11.000-07:00,,,,,,C,"-87.88333,41.98333,1500"
position,N910JD,41.49694,-87.88917,2016-04-14T11:26:32.000-07:00,Z,N910JD-1462132775-2-0,A,,39000,508,72,,,,,,,,,,2016-04-14T12:25:59.000-07:00,,,,,, ,"-87.88917,41.49694,39000"
position,AAL399,41.96444,-88.27306,2016-04-14T11:26:45.000-07:00,Z,AAL399-1461993953-airline-0126,A,,5800,255,92,,,,,,,,,,2016-04-14T11:31:38.000-07:00,,,,,,D,"-88.27306,41.96444,5800"
position,ASQ3985,41.88333,-88.06667,2016-04-14T11:26:40.000-07:00,Z,ASQ3985-1461994171-airline-0183,A,,4500,262,273,,,,,,,,,,2016-04-14T11:36:30.000-07:00,,,,,,D,"-88.06667,41.88333,4500"
position,N63251,36.58806,-121.46528,2016-04-14T11:26:35.000-07:00,Z,N63251-1462207229-1-1,A,,4900,109,85,,,,,,,,,,2016-04-14T11:33:37.000-07:00,,,,,, ,"-121.46528,36.58806,4900"
position,SWA2031,37.01667,-121.98333,2016-04-14T11:26:38.000-07:00,Z,SWA2031-1461994256-airline-0434,A,,10700,337,343,,,,,,,,,,2016-04-14T11:37:40.000-07:00,,,,,,D,"-121.98333,37.01667,10700"
position,N73454,36.88333,-121.56667,2016-04-14T11:26:37.000-07:00,Z,N73454-1462208246-4-0,A,,5500,97,180,,,,,,,,,,,,,,,, ,"-121.56667,36.88333,5500"
position,UAL221,42.08266,-88.00049,2016-04-14T11:26:36.000-07:00,A,UAL221-1461994227-airline-0489,A,AAA590,6700,274,295,,,,,,,,,,,,,,N78506,3640,D,"-88.00049,42.08266,6700"
position,URF63,37,-121.78333,2016-04-14T11:26:44.000-07:00,Z,URF63-1462192117-5-0,A,,7400,268,329,,,,,,,,,,2016-04-14T11:38:23.000-07:00,,,,,,D,"-121.78333,37,7400"
position,JBU1679,36.60738,-76.25838,2016-04-14T11:26:37.000-07:00,A,JBU1679-1461994017-airline-0365,A,AA600A,38000,411,206,,,,,,,,,,,,,,N768JB,1573, ,"-76.25838,36.60738,38000"
position,AAL277,32.61944,-116.88806,2016-04-14T11:26:40.000-07:00,Z,AAL277-1461993949-airline-0120,A,,16900,389,92,,,,,,,,,,2016-04-14T13:39:20.000-07:00,,,,,,C,"-116.88806,32.61944,16900"
position,N794SB,36.69556,-121.22639,2016-04-14T11:26:35.000-07:00,Z,N794SB-1462194031-3-0,A,,16300,316,87,,,,,,,,,,2016-04-14T14:07:23.000-07:00,,,,,,C,"-121.22639,36.69556,16300"
position,N382QS,32.71028,-117.17694,2016-04-14T11:26:40.000-07:00,Z,N382QS-1462124153-2-0,A,,41000,468,131,,,,,,,,,,2016-04-14T13:06:30.000-07:00,,,,,, ,"-117.17694,32.71028,41000"
position,DAL2141,36.8025,-76.655,2016-04-14T11:26:51.000-07:00,Z,DAL2141-1461994054-airline-0580,A,,12300,307,254,,,,,,,,,,2016-04-14T12:51:18.000-07:00,,,,,,C,"-76.655,36.8025,12300"
position,VRD751,32.71143,-117.0994,2016-04-14T11:26:40.000-07:00,A,VRD751-1461994251-airline-0177,A,A855E2,1700,149,286,,,,,,,,,,,,,,N636VA,1702,D,"-117.0994,32.71143,1700"
position,ASA250,32.59597,-117.0248,2016-04-14T11:26:39.000-07:00,A,ASA250-1461994002-airline-0054,A,A5C4E2,31000,468,131,,,,,,,,,,,,,,N471AS,2047, ,"-117.0248,32.59597,31000"
position,N846RD,36.6509,-121.5804,2016-04-14T11:26:42.000-07:00,A,N846RD-1462191124-0-0,A,AB979E,7300,140,124,,,,,,,,,,,,,,N846RD,6331,C,"-121.5804,36.6509,7300"
position,CPZ5965,36.76053,-121.5416,2016-04-14T11:26:43.000-07:00,A,CPZ5965-1462037400-schedule-0000,A,A1933C,12000,337,342,,,,,,,,,,,,,,N200NN,2060,D,"-121.5416,36.76053,12000"
